Date,Close
1/2/20 16:00,164.98
1/3/20 16:00,163.93
1/6/20 16:00,164.49
1/7/20 16:00,164.1
1/8/20 16:00,164.91
1/9/20 16:00,165.94
1/10/20 16:00,165.46
1/13/20 16:00,166.59
1/14/20 16:00,166.5
1/15/20 16:00,166.91
1/16/20 16:00,168.34
1/17/20 16:00,168.76
1/21/20 16:00,168.4
1/22/20 16:00,168.5
1/23/20 16:00,168.69
1/24/20 16:00,167.09
1/27/20 16:00,164.58
1/28/20 16:00,166.17
1/29/20 16:00,166.06
1/30/20 16:00,166.46
1/31/20 16:00,163.52
2/3/20 16:00,164.96
2/4/20 16:00,167.56
2/5/20 16:00,169.21
2/6/20 16:00,169.68
2/7/20 16:00,168.71
2/10/20 16:00,169.95
2/11/20 16:00,170.42
2/12/20 16:00,171.49
2/13/20 16:00,171.42
2/14/20 16:00,171.7
2/18/20 16:00,171.3
2/19/20 16:00,172.17
2/20/20 16:00,171.65
2/21/20 16:00,169.89
2/24/20 16:00,164.3
2/25/20 16:00,159.28
2/26/20 16:00,158.4
2/27/20 16:00,151.46
2/28/20 16:00,150.44
3/2/20 16:00,156.67
3/3/20 16:00,152.63
3/4/20 16:00,158.73
3/5/20 16:00,153.44
3/6/20 16:00,150.59
3/9/20 16:00,138.5
3/10/20 16:00,145.37
3/11/20 16:00,138.01
3/12/20 16:00,124.59
3/13/20 16:00,135.93
3/16/20 16:00,120.46
3/17/20 16:00,126.5
3/18/20 16:00,119.21
3/19/20 16:00,120.09
3/20/20 16:00,115.19
3/23/20 16:00,111.91
3/24/20 16:00,122.53
3/25/20 16:00,124.22
3/26/20 16:00,131.11
3/27/20 16:00,126.93
3/30/20 16:00,130.78
3/31/20 16:00,128.91
4/1/20 16:00,122.96
4/2/20 16:00,125.52
4/3/20 16:00,123.38
4/6/20 16:00,132.01
4/7/20 16:00,132.16
4/8/20 16:00,136.8
4/9/20 16:00,139.36
4/13/20 16:00,137.7
4/14/20 16:00,141.88
4/15/20 16:00,138.55
4/16/20 16:00,139.2
4/17/20 16:00,143.14
4/20/20 16:00,140.82
4/21/20 16:00,136.45
4/22/20 16:00,139.53
4/23/20 16:00,139.55
4/24/20 16:00,141.63
4/27/20 16:00,144.14
4/28/20 16:00,143.69
4/29/20 16:00,147.76
4/30/20 16:00,145.84
5/1/20 16:00,141.81
5/4/20 16:00,142.35
5/5/20 16:00,143.67
5/6/20 16:00,142.88
5/7/20 16:00,144.75
5/8/20 16:00,147.47
5/11/20 16:00,147.49
5/12/20 16:00,144.35
5/13/20 16:00,141.45
5/14/20 16:00,142.97
5/15/20 16:00,143.83
5/18/20 16:00,148.6
5/19/20 16:00,147.02
5/20/20 16:00,149.74
5/21/20 16:00,148.84
5/22/20 16:00,149.26
5/26/20 16:00,151.34
5/27/20 16:00,153.73
5/28/20 16:00,153.2
5/29/20 16:00,153.71
6/1/20 16:00,154.75
6/2/20 16:00,155.92
6/3/20 16:00,158.35
6/4/20 16:00,157.85
6/5/20 16:00,161.9
6/8/20 16:00,164.1
6/9/20 16:00,162.6
6/10/20 16:00,161.39
6/11/20 16:00,151.87
6/12/20 16:00,153.97
6/15/20 16:00,155.62
6/16/20 16:00,158.61
6/17/20 16:00,157.84
6/18/20 16:00,157.97
6/19/20 16:00,157.08
6/22/20 16:00,158.17
6/23/20 16:00,158.79
6/24/20 16:00,154.48
6/25/20 16:00,155.64
6/26/20 16:00,152.02
6/29/20 16:00,154.25
6/30/20 16:00,156.53
7/1/20 16:00,157.44
7/2/20 16:00,158.07
7/6/20 16:00,160.56
7/7/20 16:00,158.93
7/8/20 16:00,160.23
7/9/20 16:00,159.24
7/10/20 16:00,160.95
7/13/20 16:00,159.21
7/14/20 16:00,161.3
7/15/20 16:00,163.3
7/16/20 16:00,162.57
7/17/20 16:00,163.19
7/20/20 16:00,164.44
7/21/20 16:00,164.91
7/22/20 16:00,165.77
7/23/20 16:00,163.96
7/24/20 16:00,162.69
7/27/20 16:00,164.09
7/28/20 16:00,162.89
7/29/20 16:00,165.05
7/30/20 16:00,164.68
7/31/20 16:00,165.52
8/3/20 16:00,166.96
8/4/20 16:00,167.62
8/5/20 16:00,168.84
8/6/20 16:00,169.66
8/7/20 16:00,169.8
8/10/20 16:00,170.27
8/11/20 16:00,168.9
8/12/20 16:00,171.16
8/13/20 16:00,171.03
8/14/20 16:00,170.98
8/17/20 16:00,171.71
8/18/20 16:00,171.97
8/19/20 16:00,171.3
8/20/20 16:00,171.79
8/21/20 16:00,172.22
8/24/20 16:00,173.87
8/25/20 16:00,174.45
8/26/20 16:00,176.03
8/27/20 16:00,176.45
8/28/20 16:00,177.68
8/31/20 16:00,177.28
9/1/20 16:00,178.85
9/2/20 16:00,181.24
9/3/20 16:00,174.94
9/4/20 16:00,173.45
9/8/20 16:00,168.58
9/9/20 16:00,171.88
9/10/20 16:00,169.06
9/11/20 16:00,169.12
9/14/20 16:00,171.76
9/15/20 16:00,172.74
9/16/20 16:00,172.17
9/17/20 16:00,170.75
9/18/20 16:00,169.09
9/21/20 16:00,167.05
9/22/20 16:00,168.71
9/23/20 16:00,164.64
9/24/20 16:00,164.99
9/25/20 16:00,166.96
9/28/20 16:00,169.99
9/29/20 16:00,169.04
9/30/20 16:00,170.31
10/1/20 16:00,171.73
10/2/20 16:00,170.39
10/5/20 16:00,173.46
10/6/20 16:00,171.32
10/7/20 16:00,174.31
10/8/20 16:00,175.84
10/9/20 16:00,177.32
10/12/20 16:00,179.95
10/13/20 16:00,179
10/14/20 16:00,177.81
10/15/20 16:00,177.87
10/16/20 16:00,177.55
10/19/20 16:00,175.01
10/20/20 16:00,175.62
10/21/20 16:00,175.02
10/22/20 16:00,176.26
10/23/20 16:00,176.84
10/26/20 16:00,173.63
10/27/20 16:00,172.93
10/28/20 16:00,167.2
10/29/20 16:00,168.78
10/30/20 16:00,166.99
11/2/20 16:00,168.73
11/3/20 16:00,171.97
11/4/20 16:00,175.72
11/5/20 16:00,179.35
11/6/20 16:00,179.26
11/9/20 16:00,181.39
11/10/20 16:00,181.09
11/11/20 16:00,182.56
11/12/20 16:00,180.76
11/13/20 16:00,183.32
11/16/20 16:00,185.56
11/17/20 16:00,185.14
11/18/20 16:00,183.18
11/19/20 16:00,184.2
11/20/20 16:00,183.23
11/23/20 16:00,184.73
11/24/20 16:00,187.59
11/25/20 16:00,187.52
11/27/20 13:00,188.18
11/30/20 16:00,186.7
12/1/20 16:00,189.07
12/2/20 16:00,189.23
12/3/20 16:00,189.61
12/4/20 16:00,191.51
12/7/20 16:00,191.3
12/8/20 16:00,192.13
12/9/20 16:00,190.24
12/10/20 16:00,190.52
12/11/20 16:00,190.18
12/14/20 16:00,189.64
12/15/20 16:00,192.24
12/16/20 16:00,192.51
12/17/20 16:00,194.02
12/18/20 16:00,193.47
12/21/20 16:00,192.91
12/22/20 16:00,192.95
12/23/20 16:00,193.28
12/24/20 13:00,192.82
12/28/20 16:00,194.04
12/29/20 16:00,193.23
12/30/20 16:00,193.75
12/31/20 16:00,194.64
