Date,Close
1/2/2020 16:00:00,89.35
1/3/2020 16:00:00,88.83
1/6/2020 16:00:00,88.13
1/7/2020 16:00:00,87.86
1/8/2020 16:00:00,88.88
1/9/2020 16:00:00,90.53
1/10/2020 16:00:00,90.16
1/13/2020 16:00:00,91.08
1/14/2020 16:00:00,90.99
1/15/2020 16:00:00,91.54
1/16/2020 16:00:00,92.58
1/17/2020 16:00:00,93.62
1/21/2020 16:00:00,92.53
1/22/2020 16:00:00,92.53
1/23/2020 16:00:00,93.75
1/24/2020 16:00:00,92.03
1/27/2020 16:00:00,88.73
1/28/2020 16:00:00,88.6
1/29/2020 16:00:00,86.72
1/30/2020 16:00:00,85.84
1/31/2020 16:00:00,84.83
2/3/2020 16:00:00,86.01
2/4/2020 16:00:00,88.38
2/5/2020 16:00:00,87.56
2/6/2020 16:00:00,86.15
2/7/2020 16:00:00,86.42
2/10/2020 16:00:00,87.53
2/11/2020 16:00:00,87.51
2/12/2020 16:00:00,88.57
2/13/2020 16:00:00,89.93
2/14/2020 16:00:00,89.28
2/18/2020 16:00:00,89.23
2/19/2020 16:00:00,90.14
2/20/2020 16:00:00,88.6
2/21/2020 16:00:00,87.36
2/24/2020 16:00:00,84.52
2/25/2020 16:00:00,82.19
2/26/2020 16:00:00,80.67
2/27/2020 16:00:00,78.29
2/28/2020 16:00:00,78.43
3/2/2020 16:00:00,82.38
3/3/2020 16:00:00,78.6
3/4/2020 16:00:00,79.67
3/5/2020 16:00:00,76.19
3/6/2020 16:00:00,75.34
3/9/2020 16:00:00,70.83
3/10/2020 16:00:00,74.87
3/11/2020 16:00:00,68.3
3/12/2020 16:00:00,62.1
3/13/2020 16:00:00,69.92
3/16/2020 16:00:00,58.59
3/17/2020 16:00:00,58.98
3/18/2020 16:00:00,56.33
3/19/2020 16:00:00,61.41
3/20/2020 16:00:00,58.03
3/23/2020 16:00:00,56.55
3/24/2020 16:00:00,64.88
3/25/2020 16:00:00,65.81
3/26/2020 16:00:00,69.9
3/27/2020 16:00:00,66.34
3/30/2020 16:00:00,67.86
3/31/2020 16:00:00,65.74
4/1/2020 16:00:00,62.62
4/2/2020 16:00:00,65
4/3/2020 16:00:00,63.05
4/6/2020 16:00:00,67.79
4/7/2020 16:00:00,68.71
4/8/2020 16:00:00,71.57
4/9/2020 16:00:00,73.88
4/13/2020 16:00:00,71.76
4/14/2020 16:00:00,73.67
4/15/2020 16:00:00,72.55
4/16/2020 16:00:00,73.51
4/17/2020 16:00:00,77.1
