Date,Close
3/3/15,2107.78
3/4/15,2098.53
3/5/15,2101.04
3/6/15,2071.26
3/7/15,2079.43
3/8/15,2044.16
3/9/15,2040.24
3/10/15,2065.95
3/11/15,2053.4
3/12/15,2081.19
3/13/15,2074.28
3/14/15,2099.5
3/15/15,2089.27
3/16/15,2108.1
3/17/15,2104.42
3/18/15,2091.5
3/19/15,2061.05
3/20/15,2056.15
3/21/15,2061.02
3/22/15,2086.24
3/23/15,2067.89
3/24/15,2059.69
3/25/15,2066.96
3/26/15,2080.62
3/27/15,2076.33
3/28/15,2081.9
3/29/15,2091.18
3/30/15,2102.06
3/31/15,2092.43
4/1/15,2095.84
4/2/15,2106.63
4/3/15,2104.99
4/4/15,2081.18
4/5/15,2100.4
4/6/15,2097.29
4/7/15,2107.96
4/8/15,2112.93
4/9/15,2117.69
4/10/15,2108.92
4/11/15,2114.76
4/12/15,2106.85
4/13/15,2085.51
4/14/15,2108.29
4/15/15,2114.49
4/16/15,2089.46
4/17/15,2080.15
4/18/15,2088
4/19/15,2116.1
4/20/15,2105.33
4/21/15,2099.12
4/22/15,2098.48
4/23/15,2121.1
4/24/15,2122.73
4/25/15,2129.2
4/26/15,2127.83
4/27/15,2125.85
4/28/15,2130.82
4/29/15,2126.06
4/30/15,2104.2
5/1/15,2123.48
5/2/15,2120.79
5/3/15,2107.39
5/4/15,2111.73
5/5/15,2109.6
5/6/15,2114.07
5/7/15,2095.84
5/8/15,2092.83
5/9/15,2079.28
5/10/15,2080.15
5/11/15,2105.2
5/12/15,2108.86
5/13/15,2094.11
5/14/15,2084.43
5/15/15,2096.29
5/16/15,2100.44
5/17/15,2121.24
5/18/15,2109.99
5/19/15,2122.85
5/20/15,2124.2
5/21/15,2108.58
5/22/15,2102.31
5/23/15,2101.49
5/24/15,2057.64
5/25/15,2063.11
5/26/15,2077.42
5/27/15,2076.78
5/28/15,2068.76
5/29/15,2081.34
5/30/15,2046.68
5/31/15,2051.31
6/1/15,2076.62
6/2/15,2099.6
6/3/15,2108.95
6/4/15,2107.4
6/5/15,2124.29
6/6/15,2126.64
6/7/15,2128.28
6/8/15,2119.21
6/9/15,2114.15
6/10/15,2102.15
6/11/15,2079.65
6/12/15,2067.64
6/13/15,2093.25
6/14/15,2108.57
6/15/15,2108.63
6/16/15,2103.84
6/17/15,2098.04
6/18/15,2093.32
6/19/15,2099.84
6/20/15,2083.56
6/21/15,2077.57
6/22/15,2104.18
6/23/15,2084.07
6/24/15,2086.05
6/25/15,2083.39
6/26/15,2091.54
6/27/15,2102.44
6/28/15,2096.92
6/29/15,2079.61
6/30/15,2035.73
7/1/15,1970.89
7/2/15,1893.21
7/3/15,1867.61
7/4/15,1940.51
7/5/15,1987.66
7/6/15,1988.87
7/7/15,1972.18
7/8/15,1913.85
7/9/15,1948.86
7/10/15,1951.13
7/11/15,1921.22
7/12/15,1969.41
7/13/15,1942.04
7/14/15,1952.29
7/15/15,1961.05
7/16/15,1953.03
7/17/15,1978.09
7/18/15,1995.31
7/19/15,1990.2
7/20/15,1958.03
7/21/15,1966.97
7/22/15,1942.74
7/23/15,1938.76
7/24/15,1932.24
7/25/15,1931.34
7/26/15,1881.77
7/27/15,1884.09
7/28/15,1920.03
7/29/15,1923.82
7/30/15,1951.36
7/31/15,1987.05
8/1/15,1979.92
8/2/15,1995.83
8/3/15,2013.43
8/4/15,2014.89
8/5/15,2017.46
8/6/15,2003.69
8/7/15,1994.24
8/8/15,2023.86
8/9/15,2033.11
8/10/15,2033.66
8/11/15,2030.77
8/12/15,2018.94
8/13/15,2052.51
8/14/15,2075.15
8/15/15,2071.18
8/16/15,2065.89
8/17/15,2090.35
8/18/15,2089.41
8/19/15,2079.36
8/20/15,2104.05
8/21/15,2109.79
8/22/15,2102.31
8/23/15,2099.93
8/24/15,2099.2
8/25/15,2078.58
8/26/15,2081.72
8/27/15,2075
8/28/15,2045.97
8/29/15,2023.04
8/30/15,2053.19
8/31/15,2050.44
9/1/15,2083.58
9/2/15,2081.24
9/3/15,2089.17
9/4/15,2086.59
9/5/15,2089.14
9/6/15,2088.87
9/7/15,2090.11
9/8/15,2080.41
9/9/15,2102.63
9/10/15,2079.51
9/11/15,2049.62
9/12/15,2091.69
9/13/15,2077.07
9/14/15,2063.59
9/15/15,2047.62
9/16/15,2052.23
9/17/15,2012.37
9/18/15,2021.94
9/19/15,2043.41
9/20/15,2073.07
9/21/15,2041.89
9/22/15,2005.55
9/23/15,2021.15
9/24/15,2038.97
9/25/15,2064.29
9/26/15,2060.99
9/27/15,2056.5
9/28/15,2078.36
9/29/15,2063.36
9/30/15,2043.94
10/1/15,2012.66
10/2/15,2016.71
10/3/15,1990.26
10/4/15,1943.09
10/5/15,1922.03
10/6/15,1923.67
10/7/15,1938.68
10/8/15,1890.28
10/9/15,1921.84
10/10/15,1880.33
10/11/15,1881.33
10/12/15,1859.33
10/13/15,1868.99
10/14/15,1906.9
10/15/15,1877.08
10/16/15,1903.63
10/17/15,1882.95
10/18/15,1893.36
10/19/15,1940.24
10/20/15,1939.38
10/21/15,1903.03
10/22/15,1912.53
10/23/15,1915.45
10/24/15,1880.05
10/25/15,1853.44
10/26/15,1852.21
10/27/15,1851.86
10/28/15,1829.08
10/29/15,1864.78
10/30/15,1895.58
10/31/15,1926.82
11/1/15,1917.83
11/2/15,1917.78
11/3/15,1945.5
11/4/15,1921.27
11/5/15,1929.8
11/6/15,1951.7
11/7/15,1948.05
11/8/15,1932.23
11/9/15,1978.35
11/10/15,1986.45
11/11/15,1993.4
11/12/15,1999.99
11/13/15,2001.76
11/14/15,1979.26
11/15/15,1989.26
11/16/15,1989.57
11/17/15,2022.19
11/18/15,2019.64
11/19/15,2015.93
11/20/15,2027.22
11/21/15,2040.59
11/22/15,2049.58
11/23/15,2051.6
11/24/15,2049.8
11/25/15,2036.71
11/26/15,2035.94
11/27/15,2037.05
11/28/15,2055.01
11/29/15,2063.95
11/30/15,2059.74
12/1/15,2072.78
12/2/15,2066.13
12/3/15,2045.17
12/4/15,2066.66
12/5/15,2041.91
12/6/15,2047.6
12/7/15,2041.99
12/8/15,2061.72
12/9/15,2082.42
12/10/15,2082.78
12/11/15,2080.73
12/12/15,2094.34
12/13/15,2100.8
12/14/15,2102.4
12/15/15,2091.48
12/16/15,2091.58
12/17/15,2087.79
12/18/15,2091.7
